Record Date,FEI Number,Legal Name,Record Type,Publish Date,Download,Record ID
2018-10-24,3011887629,Empower Pharmacy,483,2024-01-17,https://www.fda.gov/media/111056/download,286383
2017-02-28,3011888866,"Barclay, Luke, & Pillai Specialty Pharmacy, PLLC",483,2024-01-17,https://www.fda.gov/media/103231/download,286702
2016-07-19,3011893599,"Auro Pharmacies, Inc.",483,2024-01-17,https://www.fda.gov/media/96277/download,287199
2018-08-28,3011893599,"Auro Pharmacies, Inc.",483,2024-01-17,https://www.fda.gov/media/115838/download,287227
2016-03-18,3011967886,"RC Outsourcing, LLC",483,2024-01-17,https://www.fda.gov/media/96633/download,286546
2016-03-18,3011967886,"RC Outsourcing, LLC",483,2024-01-17,https://www.fda.gov/media/96641/download,286545
2017-06-15,3011967886,"RC Outsourcing, LLC",483,2024-01-17,https://www.fda.gov/media/105042/download,286549
2017-05-15,3011976853,BSO LLC,483,2024-01-17,https://www.fda.gov/media/104192/download,287125
2016-10-25,3012030543,"The Brigham and Women's Hospital, Inc.",483,2024-01-17,https://www.fda.gov/media/100758/download,286851
2016-03-04,3012034698,"Pacifico National, Inc. dba AmEx Pharmacy",483,2024-01-17,https://www.fda.gov/media/96677/download,287059
2016-03-23,3012038236,Stonegate Pharmacy LP,483,2024-01-17,https://www.fda.gov/media/96388/download,286350
2016-03-23,3012038236,Stonegate Pharmacy LP,483,2024-01-17,https://www.fda.gov/media/96403/download,286346
2018-07-02,3012038236,Stonegate Pharmacy LP,483,2024-01-17,https://www.fda.gov/media/114133/download,286377
2017-04-24,3012039582,"Reliant Compounded Solutions Monroe, LLC",483,2024-01-17,https://www.fda.gov/media/104618/download,287109
2016-03-12,3012053582,"QuVa Pharma, Inc.",483,2024-01-17,https://www.fda.gov/media/96416/download,286344
2016-03-12,3012053582,"QuVa Pharma, Inc.",483,2024-01-17,https://www.fda.gov/media/96425/download,286348
2018-10-12,3012053582,"QuVa Pharma, Inc.",483,2024-01-17,https://www.fda.gov/media/106662/download,286381
2017-03-27,3012104093,Fagron Compounding Services,483,2024-01-17,https://www.fda.gov/media/103119/download,286912
2019-02-06,3012124170,Ranier's Compounding Laboratory,483,2024-01-17,https://www.fda.gov/media/97981/download,286498
2019-02-06,3012124170,Ranier's Compounding Laboratory,483,2024-01-17,https://www.fda.gov/media/113612/download,286497
2016-08-08,3012184662,Stanley Specialty Pharmacy Compounding and Wellness Center,483,2024-01-17,https://www.fda.gov/media/99471/download,286572
2017-09-19,3012184662,Stanley Specialty Pharmacy Compounding and Wellness Center,483,2024-01-17,https://www.fda.gov/media/107516/download,286574
2016-08-16,3012223534,Colonia Care Pharmacy,483,2024-01-17,https://www.fda.gov/media/96888/download,286674
2017-01-20,3012228279,"Auro Pharmacies, Inc DBA Central Drugs",483,2024-01-17,https://www.fda.gov/media/102453/download,287210
2017-02-08,3012228279,"Auro Pharmacies, Inc DBA Central Drugs",483,2024-01-17,https://www.fda.gov/media/102511/download,287211
2018-10-24,3012228279,"Auro Pharmacies, Inc DBA Central Drugs",483,2024-01-17,https://www.fda.gov/media/106846/download,287228
2017-09-12,3012248071,"Maple Rose Enterprises, Inc, dba Pencol Pharmacy",483,2024-01-17,https://www.fda.gov/media/100069/download,287129
2016-05-16,3012283530,Arnold Professional Pharmacy,483,2024-01-17,https://www.fda.gov/media/97944/download,286876
2016-08-22,3012384835,SKNV,483,2024-01-17,https://www.fda.gov/media/99495/download,287064
2018-01-08,3012384835,SKNV,483,2024-01-17,https://www.fda.gov/media/106703/download,287080
2017-11-28,3012465222,Compound Preferred LLC,483,2024-01-17,https://www.fda.gov/media/104849/download,287006
2018-05-30,3012890460,"Optum Compounding Services, LLC",483,2024-01-17,https://www.fda.gov/media/112827/download,287268
2018-10-24,3013024146,"Imprimis NJOF, LLC",483,2024-01-17,https://www.fda.gov/media/107150/download,286685
2017-11-20,3013030904,"Atlas Pharmaceuticals, LLC",483,2024-01-17,https://www.fda.gov/media/108456/download,287262
2017-04-06,3013118095,Healthy Choice Compounding LLC,483,2024-01-17,https://www.fda.gov/media/104224/download,286640
2017-04-12,3013236711,Overton Brooks VA Medical Center,483,2024-01-17,https://www.fda.gov/media/104404/download,286891
2017-08-29,3013436443,"Kelley-Ross & Associates, Inc. dba Kelley-Ross Compounding Pharmacy",483,2024-01-17,https://www.fda.gov/media/107200/download,287287
2017-09-12,3013436443,"Kelley-Ross & Associates, Inc. dba Kelley-Ross Compounding Pharmacy",483,2024-01-17,https://www.fda.gov/media/107256/download,287286
2018-11-15,3013438582,"Denver Solutions, LLC DBA Leiters Health",483,2024-01-17,https://www.fda.gov/media/111719/download,287130
2017-09-15,3013444075,Custom RX LLC,483,2024-01-17,https://www.fda.gov/media/107343/download,286914
2017-09-21,3013446837,Accurate RX Pharmacy Consulting LLC,483,2024-01-17,https://www.fda.gov/media/107441/download,286740
2017-09-19,3013497126,"Triad Rx, Inc",483,2024-01-17,https://www.fda.gov/media/107393/download,287281
2018-04-09,3013736415,"SCA Pharmaceuticals, LLC",483,2024-01-17,https://www.fda.gov/media/112499/download,287112
2018-10-24,3013736415,"SCA Pharmaceuticals, LLC",483,2024-01-17,https://www.fda.gov/media/112089/download,287113
2018-10-12,3013931875,"QuVa Pharma, Inc.",483,2024-01-17,https://www.fda.gov/media/109719/download,286686
2018-04-09,3013935808,Rocky Mountain Apothecary DBA Rocky Mountain Pharmacy,483,2024-01-17,https://www.fda.gov/media/112544/download,286722
2018-02-21,3013995728,"Infusion Partners, LLC",483,2024-01-17,https://www.fda.gov/media/111297/download,286553
2018-05-09,3014332926,Medlife Pharmacy and Compounding,483,2024-01-17,https://www.fda.gov/media/112792/download,287223
2018-08-01,3014454961,"Sharp Drugs, Inc.",483,2024-01-17,https://www.fda.gov/media/114951/download,286645
2018-07-26,3014480778,Pharmcore Inc. dba Hallandale Pharmacy,483,2024-01-17,https://www.fda.gov/media/114889/download,287090
2023-12-08,3009483004,Dr Reddy's Laboratories Limited,483,2023-12-28,https://www.fda.gov/media/175135/download,287308
2023-09-21,3014937058,"ModernaTX, Inc.",483,2023-12-27,https://www.fda.gov/media/175123/download,287310
2023-10-20,3013736415,"SCA Pharmaceuticals, LLC",483,2023-12-19,https://www.fda.gov/media/174927/download,287311
2023-10-27,3002949099,Dr. Reddy's Laboratories Ltd.,483,2023-11-29,https://www.fda.gov/media/174209/download,287313
2023-10-20,3011853060,Kilitch Healthcare India Limited,483,2023-11-29,https://www.fda.gov/media/174223/download,287312
2023-10-20,3011853060,Kilitch Healthcare India Limited,483,2023-11-28,https://www.fda.gov/media/174190/download,287314
2023-07-31,3014307835,"Central Admixture Pharmacy Services, Inc.",483,2023-11-15,https://www.fda.gov/media/173408/download,287315
2023-10-18,3004540906,NATCO Pharma Limited,483,2023-11-01,https://www.fda.gov/media/173542/download,287316
2023-06-28,3010840309,"SterRx, LLC",483,2023-11-01,https://www.fda.gov/media/173118/download,287317
2023-09-19,3010943533,"Pine Pharmaceuticals, LLC",483,2023-11-01,https://www.fda.gov/media/173117/download,287318
2023-07-05,3014391500,New Vitalis Pharmacy LLC,483,2023-11-01,https://www.fda.gov/media/173120/download,287319
2023-07-04,3005023799,UCB Farchim SA,483,2023-10-24,https://www.fda.gov/media/173281/download,287320
2023-10-12,3007187282,Panacea Biotec Pharma Limited,483,2023-10-20,https://www.fda.gov/media/173232/download,287321
2023-09-01,3010479596,"Samsung Biologics Co., Ltd.",483,2023-10-17,https://www.fda.gov/media/173114/download,287322
2023-07-07,3010704905,Surgery Pharmacy Services Inc,483,2023-10-12,https://www.fda.gov/media/172933/download,287324
2023-09-08,3015826784,Strive Pharmacy Texas LLC dba Strive Pharmacy,483,2023-10-12,https://www.fda.gov/media/172930/download,287323
2023-03-24,2246824,"Spectrum Laboratory Products, Inc.",483,2023-10-05,https://www.fda.gov/media/172773/download,287325
2023-03-02,3021886842,"Snf Holdings, LLC",483,2023-09-27,https://www.fda.gov/media/172442/download,287326
2023-02-10,3011158388,Nephron Sterile Compounding Center LLC,483,2023-09-25,https://www.fda.gov/media/171873/download,287327
2023-08-23,3012039582,"Reliant Compounded Solutions Monroe, LLC",483,2023-09-22,https://www.fda.gov/media/172204/download,287329
2023-06-02,3004034796,"Delta Pharma, Inc.",483,2023-08-23,https://www.fda.gov/media/171282/download,287330
2023-04-04,3004603767,JD & SN Inc.,483,2023-08-09,https://www.fda.gov/media/170887/download,287332
2023-06-08,3002835459,Med Shop Total Care Inc.,483,2023-08-07,https://www.fda.gov/media/170766/download,287333
2023-06-02,3013023419,BayCare Integrated Service Center LLC,483,2023-07-28,https://www.fda.gov/media/170667/download,287334
2023-03-30,3009590582,"Central Admixture Pharmacy Services, Inc.",483,2023-07-27,https://www.fda.gov/media/170587/download,287335
2022-09-01,3005949964,"Catalent Indiana, LLC",483,2023-07-21,https://www.fda.gov/media/170450/download,287336
2023-05-17,3010683157,"SCA Pharmaceuticals, Inc.",483,2023-07-19,https://www.fda.gov/media/170293/download,287339
2022-12-16,3011627411,Sentara Infusion Services,483,2023-07-19,https://www.fda.gov/media/170289/download,287338
2023-03-03,3014784835,"Wuxi STA Pharmaceutical Co., Ltd",483,2023-07-19,https://www.fda.gov/media/170404/download,287337
2023-05-12,3005949964,"Catalent Indiana, LLC",483,2023-07-14,https://www.fda.gov/media/170260/download,287340
2023-03-06,3013438665,"Fresenius Kabi Compounding, LLC",483,2023-07-13,https://www.fda.gov/media/170140/download,287342
2023-04-05,3013927023,"Apollo Care, LLC",483,2023-07-13,https://www.fda.gov/media/170139/download,287341
2022-09-28,3012814943,The Medicine Shoppe,483,2023-07-06,https://www.fda.gov/media/169800/download,287345
2023-03-09,3015468054,Maimonides Medical Center - Pharmacy,483,2023-07-06,https://www.fda.gov/media/169793/download,287344
2023-05-12,3003157498,Intas Pharmaceuticals Limited,483,2023-07-05,https://www.fda.gov/media/170051/download,287346
2023-06-23,3007574780,Ipca Laboratories Limited,483,2023-07-05,https://www.fda.gov/media/170050/download,287347
2023-03-03,3015162096,Prisma Health Outsourcing Facility,483,2023-06-28,https://www.fda.gov/media/169841/download,287348
2022-08-12,3021769057,"iRhythm Technologies, Inc.",483,2023-06-13,https://www.fda.gov/media/169399/download,287349
2023-04-21,3003909356,UCB Pharma S.A.,483,2023-05-25,https://www.fda.gov/media/168515/download,287350
2022-12-02,3010247115,Nephron Pharmaceuticals,483,2023-05-16,https://www.fda.gov/media/168157/download,287351
2023-04-26,3005977675,Ipca Laboratories Limited,483,2023-05-15,https://www.fda.gov/media/168179/download,287352
2023-03-07,1000291122,Rentschler Biopharma SE,483,2023-05-05,https://www.fda.gov/media/167789/download,287353
2022-10-21,1819470,Eli Lilly & Company,483,2023-05-01,https://www.fda.gov/media/167686/download,287354
2023-03-17,3013702557,Alvotech HF,483,2023-04-26,https://www.fda.gov/media/167493/download,287355
2023-01-16,3004575449,"PCI San Diego, Inc.",483,2023-04-25,https://www.fda.gov/media/167466/download,287356
2023-03-29,3007549629,Lupin Limited,483,2023-04-19,https://www.fda.gov/media/167276/download,287357
2023-03-29,3007549629,Lupin Limited,483,2023-04-14,https://www.fda.gov/media/167139/download,287358
2022-08-18,3012053582,"QuVa Pharma, Inc.",483,2023-04-05,https://www.fda.gov/media/166635/download,287359
2023-01-30,3017983596,Advanced Infusion Solutions,483,2023-04-05,https://www.fda.gov/media/166636/download,287360
2023-03-02,3012323885,Global Pharma Healthcare Private Limited,483,2023-03-30,https://www.fda.gov/media/166739/download,287361
2023-02-17,3008581988,Cipla Limited,483,2023-03-02,https://www.fda.gov/media/165827/download,287362
2022-11-30,3012258924,CareFirst Specialty Pharmacy LLC,483,2023-02-24,https://www.fda.gov/media/164956/download,287363
2022-12-09,3011888866,"Barclay, Luke, & Pillai Specialty Pharmacy, PLLC",483,2023-02-23,https://www.fda.gov/media/165511/download,287364
2022-12-23,3010254278,Amneal Pharmaceuticals Private Ltd.,483,2023-02-22,https://www.fda.gov/media/165565/download,287365
2022-09-23,3011967886,"RC Outsourcing, LLC",483,2023-02-03,https://www.fda.gov/media/165149/download,287368
2022-12-14,3016710931,Wells Pharma of Houston LLC,483,2023-02-03,https://www.fda.gov/media/165151/download,287367
2022-11-30,3004858203,Pharmacy Innovations,483,2023-01-30,https://www.fda.gov/media/164725/download,287369
2022-09-12,3015235235,"First Royal Care Co. LLC, dba Red Mountain Compounding Pharmacy",483,2023-01-30,https://www.fda.gov/media/164854/download,287371
2022-10-27,3017374013,PQ Pharmacy LLC,483,2023-01-30,https://www.fda.gov/media/164727/download,287370
2022-12-02,3004011473,Intas Pharmaceuticals Limited,483,2023-01-18,https://www.fda.gov/media/164602/download,287372
2022-06-08,3022897129,Hikma Injectables USA Inc,483,2023-01-18,https://www.fda.gov/media/164594/download,287373
2022-12-08,3013497126,"Triad Rx, Inc",483,2023-01-11,https://www.fda.gov/media/164462/download,287375
2022-12-09,3021451094,Purformance Wellness Pharmacy LLC dba Seven Cells,483,2023-01-11,https://www.fda.gov/media/164466/download,287374
2022-07-06,3012063246,"Valisure, LLC",483,2023-01-06,https://www.fda.gov/media/164244/download,287376
2022-05-20,3004672766,Glenmark Pharmaceuticals Limited,483,2022-12-28,https://www.fda.gov/media/164243/download,287377
2019-11-12,1000171152,Recipharm Monts,483,2022-12-23,https://www.fda.gov/media/164192/download,287378
2022-09-30,3005636572,"South Berwick Pharmacy Seacoast Compounding, Inc.",483,2022-12-20,https://www.fda.gov/media/164072/download,287380
2022-10-13,3010241801,"Vital Care Compounder, Inc",483,2022-12-20,https://www.fda.gov/media/164071/download,287379
2022-03-18,3012283530,Arnold Professional Pharmacy,483,2022-12-15,https://www.fda.gov/media/163921/download,287381
2022-11-23,3002807511,Lupin Limited,483,2022-12-08,https://www.fda.gov/media/163788/download,287382
2022-06-16,3002468086,"QuVa Pharma, Inc.",483,2022-12-07,https://www.fda.gov/media/163641/download,287384
2022-11-18,3006370489,Apitoria Pharma Private Limited,483,2022-12-07,https://www.fda.gov/media/163754/download,287383
2022-09-09,3011761882,"Curexa - East, LLC dba Curexa",483,2022-12-07,https://www.fda.gov/media/163642/download,287386
2022-10-14,3013931875,"QuVa Pharma, Inc.",483,2022-12-07,https://www.fda.gov/media/163673/download,287385
2022-09-30,3011286349,"Qualgen, LLC",483,2022-11-28,https://www.fda.gov/media/163431/download,287388
2022-10-07,3011924560,"Burt's Pharmacy, LLC",483,2022-11-28,https://www.fda.gov/media/163429/download,287391
2022-04-15,3021028639,Lynn Oaks Compounding Pharmacy,483,2022-11-28,https://www.fda.gov/media/163497/download,287390
2022-09-15,3021934346,"Valor Compounding Pharmacy, Inc DBA  Valor Compounding Pharmacy",483,2022-11-28,https://www.fda.gov/media/163507/download,287392
2022-05-20,3022076307,Be Well Natural Medicine,483,2022-11-28,https://www.fda.gov/media/163430/download,287389
2022-06-27,3010589333,Right Value Drug Stores LLC,483,2022-11-21,https://www.fda.gov/media/163333/download,287393
2022-07-29,3011152407,AnazaoHealth Corporation,483,2022-11-21,https://www.fda.gov/media/163365/download,287394
2022-08-12,3015826782,Carolina Infusion,483,2022-11-16,https://www.fda.gov/media/163087/download,287395
2022-09-16,3008876196,"Athenex Pharma Solutions, LLC",483,2022-11-14,https://www.fda.gov/media/163093/download,287396
2022-08-11,3011123993,Infusion Systems of SW Florida Inc. dba Myerlee Pharmacy,483,2022-11-14,https://www.fda.gov/media/163089/download,287397
2022-08-05,3003348498,ImprimisRx NJ,483,2022-11-07,https://www.fda.gov/media/162966/download,287401
2022-06-17,3010621916,"Drug Depot, LLC., dba APS Pharmacy",483,2022-11-07,https://www.fda.gov/media/162964/download,287402
2022-06-17,3010924627,Mandell's Clinical Pharmacy,483,2022-11-07,https://www.fda.gov/media/162965/download,287400
2022-08-12,3011893599,"Auro Pharmacies, Inc.",483,2022-11-07,https://www.fda.gov/media/162963/download,287403
2022-04-13,3014577316,Providence Health and Services Washington Dba Providence Infusion Hospital Services,483,2022-11-07,https://www.fda.gov/media/162962/download,287399
2022-04-28,3010371376,"New England Life Care, Inc. dba Advanced Compounding Solutions",483,2022-10-28,https://www.fda.gov/media/162647/download,287404
2022-03-14,3012315020,TMC Acquisitions LLC dba Tailor Made Compounding,483,2022-10-28,https://www.fda.gov/media/162642/download,287405
2022-08-19,3007647000,Catalent Belgium SA,483,2022-10-20,https://www.fda.gov/media/162470/download,287407
2022-08-25,3002889358,"ImClone Systems, LLC",483,2022-10-19,https://www.fda.gov/media/162405/download,287408
2022-09-01,3005949964,"Catalent Indiana, LLC",483,2022-10-19,https://www.fda.gov/media/162418/download,287409
2021-12-17,3012465222,Compound Preferred LLC,483,2022-10-19,https://www.fda.gov/media/162417/download,287410
2022-08-05,3011887629,Empower Pharmacy,483,2022-10-11,https://www.fda.gov/media/162155/download,287412
2022-03-24,3001779702,"Wedgewood Village Pharmacy, LLC",483,2022-09-27,https://www.fda.gov/media/161629/download,287415
2021-10-05,3007426960,"Westlab Pharmacy, Inc. dba Westlab Pharmacy",483,2022-09-27,https://www.fda.gov/media/159977/download,287416
2022-03-04,3010681729,Expert Compounding Pharmacy,483,2022-09-27,https://www.fda.gov/media/159979/download,287417
2022-03-10,3014229024,"North American Custom Laboratories, LLC dba FarmaKeio Superior Custom Compounding",483,2022-09-27,https://www.fda.gov/media/160771/download,287414
2022-05-04,3016710945,Revive Rx LLC dba Revive Rx Pharmacy,483,2022-09-27,https://www.fda.gov/media/159978/download,287413
2022-05-20,3004034796,"Delta Pharma, Inc.",483,2022-09-26,https://www.fda.gov/media/160070/download,287420
2022-04-26,3010680515,US Specialty Formulations LLC,483,2022-09-26,https://www.fda.gov/media/160666/download,287419
2022-08-26,3003981475,Biocon Biologics Limited,483,2022-09-23,https://www.fda.gov/media/161809/download,287422
2022-08-26,3015283245,Biocon Biologics Limited,483,2022-09-23,https://www.fda.gov/media/161810/download,287423
2020-01-09,3004291002,"Post Brands Pet Care, LLC",483,2022-09-22,https://www.fda.gov/media/161522/download,287425
2022-04-04,3011430551,"Brookfield Medical/Surgical Supplies, Inc.",483,2022-09-22,https://www.fda.gov/media/161532/download,287427
2022-03-24,3012104093,Fagron Compounding Services,483,2022-09-22,https://www.fda.gov/media/161627/download,287426
2022-06-10,3014982757,FARMAKEIO OUTSOURCING LLC,483,2022-09-22,https://www.fda.gov/media/161527/download,287424
2022-08-26,3004081307,Cipla Limited,483,2022-09-21,https://www.fda.gov/media/161742/download,287428
2022-08-02,3004611182,Apitoria Pharma Private Limited,483,2022-09-13,https://www.fda.gov/media/161551/download,287429
2022-03-17,3013702557,Alvotech HF,483,2022-09-13,https://www.fda.gov/media/161553/download,287430
2021-08-20,3012163998,Hugel Inc.,483,2022-09-06,https://www.fda.gov/media/161415/download,287431
2022-08-12,3002807979,Sun Pharmaceutical Industries Limited,483,2022-08-18,https://www.fda.gov/media/161042/download,287432
2022-07-01,3008581988,Cipla Limited,483,2022-08-17,https://www.fda.gov/media/160987/download,287433
2022-03-04,3010681729,Expert Compounding Pharmacy,483,2022-06-24,https://www.fda.gov/media/159423/download,287436
2022-05-04,3011755753,Central Admixture Pharmacy Services Inc,483,2022-06-24,https://www.fda.gov/media/159421/download,287435
2022-02-18,3016774626,Davis City Pharmacy Inc.,483,2022-06-24,https://www.fda.gov/media/159422/download,287434
2022-03-18,3001237796,The Ritedose Corporation,483,2022-06-13,https://www.fda.gov/media/159209/download,287437
2022-02-25,3014307835,"Central Admixture Pharmacy Services, Inc.",483,2022-06-13,https://www.fda.gov/media/159221/download,287439
2022-03-11,3015859129,Family Pharmacy of Statesville,483,2022-06-13,https://www.fda.gov/media/159208/download,287438
2022-02-15,1000291122,Rentschler Biopharma SE,483,2022-06-10,https://www.fda.gov/media/159164/download,287440
2022-02-04,1000418405,"Bioiberica, SAU",483,2022-06-09,https://www.fda.gov/media/159142/download,287441
2022-04-20,3011158388,Nephron Sterile Compounding Center LLC,483,2022-06-03,https://www.fda.gov/media/158911/download,287442
2022-01-18,3001576820,CFP Acquisitions Inc.,483,2022-05-31,https://www.fda.gov/media/158759/download,287443
2021-09-23,3011319445,Hybrid Pharma LLC,483,2022-05-31,https://www.fda.gov/media/158758/download,287445
2021-04-30,3015156709,"BPI Labs, LLC",483,2022-05-31,https://www.fda.gov/media/158757/download,287444
2021-09-29,3015144909,"STAQ Pharma, Inc.",483,2022-05-26,https://www.fda.gov/media/158588/download,287447
2022-03-30,3006271438,"Novel Laboratories, Inc. d.b.a Lupin Somerset",483,2022-05-16,https://www.fda.gov/media/158445/download,287449
2022-05-09,3002809586,Sun Pharmaceutical Industries Ltd.,483,2022-05-13,https://www.fda.gov/media/158415/download,287450
2021-09-08,3013927023,"Apollo Care, LLC",483,2022-05-13,https://www.fda.gov/media/158299/download,287451
2022-02-24,3021030637,"Ark Pharmacy, PC (dba Regency Medical Pharmacy)",483,2022-05-13,https://www.fda.gov/media/158297/download,287452
2021-05-28,1000121624,"Bravo Packing, Inc.",483,2022-04-28,https://www.fda.gov/media/157940/download,287454
2019-09-24,1815692,Abbott Laboratories,483,2022-04-22,https://www.fda.gov/media/157319/download,287456
2021-09-24,1815692,Abbott Laboratories,483,2022-04-22,https://www.fda.gov/media/157318/download,287457
2022-03-18,1815692,Abbott Laboratories,483,2022-04-22,https://www.fda.gov/media/157708/download,287458
2019-08-06,1000121624,"Bravo Packing, Inc.",483,2022-04-22,https://www.fda.gov/media/157871/download,287455
2021-12-03,3003434972,"Wedgewood Connect, LLC",483,2022-04-22,https://www.fda.gov/media/157736/download,287460
2021-08-09,3014461693,HomeChoice Partners dba BioScript Infusion Services,483,2022-04-22,https://www.fda.gov/media/157872/download,287459
2022-02-11,3004286071,Family Dollar Distribution Inc.,483,2022-04-15,https://www.fda.gov/media/156960/download,287462
2021-11-10,3014745182,"Hiers Enterprises, LLC dba Northwest Compounding Pharmacy",483,2022-04-15,https://www.fda.gov/media/156961/download,287461
2020-09-02,3005949964,"Catalent Indiana, LLC",483,2022-04-04,https://www.fda.gov/media/157407/download,287463
2017-01-19,3007719313,"Zhejiang Hisun Pharmaceutical Co., Ltd.",483,2022-03-29,https://www.fda.gov/media/157228/download,287464
2017-08-11,3007719313,"Zhejiang Hisun Pharmaceutical Co., Ltd.",483,2022-03-29,https://www.fda.gov/media/157229/download,287465
2022-03-10,3013712903,Zydus Lifesciences Limited,483,2022-03-18,https://www.fda.gov/media/157008/download,287466
2021-10-29,3010166880,"LEESAR, INC",483,2022-03-16,https://www.fda.gov/media/156685/download,287467
2019-04-16,3010606982,Wuxi Biologics Co Ltd,483,2022-03-15,https://www.fda.gov/media/156917/download,287469
2021-04-02,3010606982,Wuxi Biologics Co Ltd,483,2022-03-15,https://www.fda.gov/media/156918/download,287468
2021-09-29,3009127876,The Compounding Pharmacy,483,2022-03-14,https://www.fda.gov/media/156819/download,287470
2021-12-02,3004562873,Valgene Incorporated dba Cape Drugs,483,2022-03-09,https://www.fda.gov/media/156721/download,287471
2021-08-27,3014391500,New Vitalis Pharmacy LLC,483,2022-03-09,https://www.fda.gov/media/156717/download,287472
2021-11-04,3010840309,"SterRx, LLC",483,2022-03-02,https://www.fda.gov/media/156608/download,287473
2021-08-16,3012124170,Ranier's Compounding Laboratory,483,2022-02-24,https://www.fda.gov/media/156390/download,287474
2021-09-23,3014549846,OSRX Inc.,483,2022-02-24,https://www.fda.gov/media/156389/download,287475
2021-11-30,3010490167,"Edge Pharma, LLC",483,2022-02-18,https://www.fda.gov/media/156278/download,287476
2021-10-07,3013438582,"Denver Solutions, LLC DBA Leiters Health",483,2022-02-18,https://www.fda.gov/media/156279/download,287477
2021-08-27,3015316526,Medoz Pharmacy of Polk Inc,483,2022-02-10,https://www.fda.gov/media/156115/download,287478
2021-10-01,3014435648,"Foothills Professional Pharmacy, LTD",483,2022-02-04,https://www.fda.gov/media/155942/download,287480
2021-11-02,3015826784,Strive Pharmacy Texas LLC dba Strive Pharmacy,483,2022-02-04,https://www.fda.gov/media/155943/download,287479
2021-06-17,3016710931,Wells Pharma of Houston LLC,483,2022-02-03,https://www.fda.gov/media/155873/download,287481
2021-10-21,3010955218,Johnson Memorial Cancer Center,483,2022-01-28,https://www.fda.gov/media/155773/download,287483
2021-10-01,3012184662,Stanley Specialty Pharmacy Compounding and Wellness Center,483,2022-01-28,https://www.fda.gov/media/155738/download,287482
2019-09-13,3003153579,Emergent BioSolutions Canada Inc.,483,2022-01-25,https://www.fda.gov/media/155673/download,287484
2021-08-19,3006372310,"Intrathecal Compounding Specialists, LLC",483,2022-01-18,https://www.fda.gov/media/155499/download,287485
2021-10-26,3007647000,Catalent Belgium SA,483,2022-01-14,https://www.fda.gov/media/155471/download,287486
2021-09-28,1972829,Park Avenue Compounding,483,2022-01-07,https://www.fda.gov/media/155226/download,287488
2021-07-27,3002835459,Med Shop Total Care Inc.,483,2022-01-07,https://www.fda.gov/media/155224/download,287487
2021-08-12,3011688532,Eagle Pharma Outsourcing LLC,483,2022-01-07,https://www.fda.gov/media/155225/download,287490
2021-07-21,3015929581,Tailstorm Health Inc,483,2022-01-07,https://www.fda.gov/media/155218/download,287489
2021-08-27,1000107122,Chastains Inc. dba Owl Tri State Pharmacy,483,2021-12-22,https://www.fda.gov/media/155057/download,287492
2021-10-06,3009192575,"Vita Pharmacy, LLC dba Talon Compounding Pharmacy",483,2021-12-22,https://www.fda.gov/media/155059/download,287493
2021-08-13,3012890460,"Optum Compounding Services, LLC",483,2021-12-22,https://www.fda.gov/media/155060/download,287494
2021-11-03,3012032875,Bhaumik Diversified LLC dba Texas Star Pharmacy,483,2021-12-17,https://www.fda.gov/media/154889/download,287496
2021-09-23,3013207472,"Promise Pharmacy, LLC",483,2021-12-17,https://www.fda.gov/media/154890/download,287497
2020-10-05,3014577316,Providence Health and Services Washington Dba Providence Infusion Hospital Services,483,2021-12-17,https://www.fda.gov/media/154888/download,287495
2021-10-29,3006549835,Dr. Reddy's Laboratories Ltd.,483,2021-12-06,https://www.fda.gov/media/154632/download,287498
2021-09-22,3011412185,Montana Compounding Pharmacy PC,483,2021-11-19,https://www.fda.gov/media/154251/download,287500
2021-10-08,3013352224,"InfuScience, Inc. dba Bioscrip Infusion Services",483,2021-11-19,https://www.fda.gov/media/154263/download,287499
2021-10-26,3013556857,"Innovative Intrathecal Solutions, Inc. dba Innovative Compounding Pharmacy",483,2021-11-19,https://www.fda.gov/media/154258/download,287502
2021-09-30,3014064135,OurPharma LLC,483,2021-11-19,https://www.fda.gov/media/154264/download,287503
2021-09-24,3014480778,Pharmcore Inc. dba Hallandale Pharmacy,483,2021-11-19,https://www.fda.gov/media/154256/download,287501
2021-11-09,2518422,"Philips Respironics, Inc.",483,2021-11-18,https://www.fda.gov/media/154244/download,287504
2021-08-02,3014483112,IntegraDose Compounding Services LLC,483,2021-10-28,https://www.fda.gov/media/153590/download,287507
2021-07-23,3015134033,ACRX Specialty Pharmacy Inc,483,2021-10-28,https://www.fda.gov/media/153655/download,287506
2021-08-11,3015235235,"First Royal Care Co. LLC, dba Red Mountain Compounding Pharmacy",483,2021-10-28,https://www.fda.gov/media/153584/download,287508
2021-08-06,3016710945,Revive Rx LLC dba Revive Rx Pharmacy,483,2021-10-28,https://www.fda.gov/media/153656/download,287505
2021-07-26,3012223534,Colonia Care Pharmacy,483,2021-10-20,https://www.fda.gov/media/153336/download,287511
2021-05-27,3012907473,Innoveix Pharmaceuticals Inc,483,2021-10-20,https://www.fda.gov/media/152617/download,287510
2021-05-21,3013030904,"Atlas Pharmaceuticals, LLC",483,2021-10-20,https://www.fda.gov/media/153337/download,287514
2021-07-15,3013446837,Accurate RX Pharmacy Consulting LLC,483,2021-10-20,https://www.fda.gov/media/152619/download,287512
2021-07-23,3015131327,Integrated Health Concepts Inc.,483,2021-10-20,https://www.fda.gov/media/153334/download,287513
