,trial_identifier,cro_involved,withdrawals,enrolled,start_date,completion_date,estimated_completion_date,dropout_rate,country,city,cro_name_standardized
10138,NCT04146376,Ergomed,,110.0,2019-10-12,,2026-12-31,,United States,Hershey,Ergomed
10139,NCT04146376,Ergomed,,110.0,2019-10-12,,2026-12-31,,United States,Nashville,Ergomed
10140,NCT04146376,Ergomed,,110.0,2019-10-12,,2026-12-31,,United States,Salt Lake City,Ergomed
10141,NCT04146376,Ergomed,,110.0,2019-10-12,,2026-12-31,,United States,Seattle,Ergomed
10225,NCT06015737,Parexel,,460.0,2024-06-29,,2027-12-29,,United States,Glendale,Parexel
10226,NCT06015737,Parexel,,460.0,2024-06-29,,2027-12-29,,United States,Phoenix,Parexel
10227,NCT06015737,Parexel,,460.0,2024-06-29,,2027-12-29,,United States,Covina,Parexel
10228,NCT06015737,Parexel,,460.0,2024-06-29,,2027-12-29,,United States,Fountain Valley,Parexel
10229,NCT06015737,Parexel,,460.0,2024-06-29,,2027-12-29,,United States,La Jolla,Parexel
10230,NCT06015737,Parexel,,460.0,2024-06-29,,2027-12-29,,United States,Los Angeles,Parexel
10231,NCT06015737,Parexel,,460.0,2024-06-29,,2027-12-29,,United States,Los Angeles,Parexel
10232,NCT06015737,Parexel,,460.0,2024-06-29,,2027-12-29,,United States,Orange,Parexel
10233,NCT06015737,Parexel,,460.0,2024-06-29,,2027-12-29,,United States,San Francisco,Parexel
10234,NCT06015737,Parexel,,460.0,2024-06-29,,2027-12-29,,United States,Aurora,Parexel
10235,NCT06015737,Parexel,,460.0,2024-06-29,,2027-12-29,,United States,Denver,Parexel
10236,NCT06015737,Parexel,,460.0,2024-06-29,,2027-12-29,,United States,New Haven,Parexel
10237,NCT06015737,Parexel,,460.0,2024-06-29,,2027-12-29,,United States,Washington,Parexel
10238,NCT06015737,Parexel,,460.0,2024-06-29,,2027-12-29,,United States,Fort Lauderdale,Parexel
10239,NCT06015737,Parexel,,460.0,2024-06-29,,2027-12-29,,United States,Miami,Parexel
10240,NCT06015737,Parexel,,460.0,2024-06-29,,2027-12-29,,United States,Miami,Parexel
10241,NCT06015737,Parexel,,460.0,2024-06-29,,2027-12-29,,United States,Plantation,Parexel
10242,NCT06015737,Parexel,,460.0,2024-06-29,,2027-12-29,,United States,Chicago,Parexel
10243,NCT06015737,Parexel,,460.0,2024-06-29,,2027-12-29,,United States,Chicago,Parexel
10244,NCT06015737,Parexel,,460.0,2024-06-29,,2027-12-29,,United States,Indianapolis,Parexel
10245,NCT06015737,Parexel,,460.0,2024-06-29,,2027-12-29,,United States,Murray,Parexel
10246,NCT06015737,Parexel,,460.0,2024-06-29,,2027-12-29,,United States,Baltimore,Parexel
10247,NCT06015737,Parexel,,460.0,2024-06-29,,2027-12-29,,United States,Boston,Parexel
10248,NCT06015737,Parexel,,460.0,2024-06-29,,2027-12-29,,United States,Boston,Parexel
10249,NCT06015737,Parexel,,460.0,2024-06-29,,2027-12-29,,United States,Ann Arbor,Parexel
10250,NCT06015737,Parexel,,460.0,2024-06-29,,2027-12-29,,United States,Ann Arbor,Parexel
10251,NCT06015737,Parexel,,460.0,2024-06-29,,2027-12-29,,United States,Bloomfield Hills,Parexel
10252,NCT06015737,Parexel,,460.0,2024-06-29,,2027-12-29,,United States,Rochester,Parexel
10253,NCT06015737,Parexel,,460.0,2024-06-29,,2027-12-29,,United States,Omaha,Parexel
10254,NCT06015737,Parexel,,460.0,2024-06-29,,2027-12-29,,United States,Midland Park,Parexel
10255,NCT06015737,Parexel,,460.0,2024-06-29,,2027-12-29,,United States,Brooklyn,Parexel
10256,NCT06015737,Parexel,,460.0,2024-06-29,,2027-12-29,,United States,New York,Parexel
10257,NCT06015737,Parexel,,460.0,2024-06-29,,2027-12-29,,United States,New York,Parexel
10258,NCT06015737,Parexel,,460.0,2024-06-29,,2027-12-29,,United States,Rochester,Parexel
10259,NCT06015737,Parexel,,460.0,2024-06-29,,2027-12-29,,United States,Chapel Hill,Parexel
10260,NCT06015737,Parexel,,460.0,2024-06-29,,2027-12-29,,United States,Charlotte,Parexel
10261,NCT06015737,Parexel,,460.0,2024-06-29,,2027-12-29,,United States,Statesville,Parexel
10262,NCT06015737,Parexel,,460.0,2024-06-29,,2027-12-29,,United States,Cleveland,Parexel
10263,NCT06015737,Parexel,,460.0,2024-06-29,,2027-12-29,,United States,Cleveland,Parexel
10264,NCT06015737,Parexel,,460.0,2024-06-29,,2027-12-29,,United States,Portland,Parexel
10265,NCT06015737,Parexel,,460.0,2024-06-29,,2027-12-29,,United States,Philadelphia,Parexel
10266,NCT06015737,Parexel,,460.0,2024-06-29,,2027-12-29,,United States,Providence,Parexel
10267,NCT06015737,Parexel,,460.0,2024-06-29,,2027-12-29,,United States,Charleston,Parexel
10268,NCT06015737,Parexel,,460.0,2024-06-29,,2027-12-29,,United States,Summerville,Parexel
10269,NCT06015737,Parexel,,460.0,2024-06-29,,2027-12-29,,United States,Dallas,Parexel
10270,NCT06015737,Parexel,,460.0,2024-06-29,,2027-12-29,,United States,Galveston,Parexel
10271,NCT06015737,Parexel,,460.0,2024-06-29,,2027-12-29,,United States,Mesquite,Parexel
10272,NCT06015737,Parexel,,460.0,2024-06-29,,2027-12-29,,United States,Charlottesville,Parexel
10273,NCT06015737,Parexel,,460.0,2024-06-29,,2027-12-29,,United States,Roanoke,Parexel
10274,NCT06015737,Parexel,,460.0,2024-06-29,,2027-12-29,,United States,Seattle,Parexel
10275,NCT06015737,Parexel,,460.0,2024-06-29,,2027-12-29,,Argentina,Ciudad de Buenos Aires,Parexel
10276,NCT06015737,Parexel,,460.0,2024-06-29,,2027-12-29,,Argentina,Córdoba,Parexel
10277,NCT06015737,Parexel,,460.0,2024-06-29,,2027-12-29,,Argentina,Córdoba,Parexel
10278,NCT06015737,Parexel,,460.0,2024-06-29,,2027-12-29,,Argentina,Quilmes,Parexel
10279,NCT06015737,Parexel,,460.0,2024-06-29,,2027-12-29,,Argentina,Rosario,Parexel
10280,NCT06015737,Parexel,,460.0,2024-06-29,,2027-12-29,,Argentina,San Miguel,Parexel
10281,NCT06015737,Parexel,,460.0,2024-06-29,,2027-12-29,,Australia,Box Hill,Parexel
10282,NCT06015737,Parexel,,460.0,2024-06-29,,2027-12-29,,Australia,Clayton,Parexel
10283,NCT06015737,Parexel,,460.0,2024-06-29,,2027-12-29,,Australia,Kogarah,Parexel
10284,NCT06015737,Parexel,,460.0,2024-06-29,,2027-12-29,,Australia,Malvern,Parexel
10285,NCT06015737,Parexel,,460.0,2024-06-29,,2027-12-29,,Australia,Melbourne,Parexel
10286,NCT06015737,Parexel,,460.0,2024-06-29,,2027-12-29,,Australia,Westmead,Parexel
10287,NCT06015737,Parexel,,460.0,2024-06-29,,2027-12-29,,Australia,Woolloongabba,Parexel
10288,NCT06015737,Parexel,,460.0,2024-06-29,,2027-12-29,,Austria,Graz,Parexel
10289,NCT06015737,Parexel,,460.0,2024-06-29,,2027-12-29,,Austria,Innsbruck,Parexel
10290,NCT06015737,Parexel,,460.0,2024-06-29,,2027-12-29,,Austria,Linz,Parexel
10291,NCT06015737,Parexel,,460.0,2024-06-29,,2027-12-29,,Austria,Sankt Pölten,Parexel
10292,NCT06015737,Parexel,,460.0,2024-06-29,,2027-12-29,,Austria,Wien,Parexel
10293,NCT06015737,Parexel,,460.0,2024-06-29,,2027-12-29,,Belgium,Bruxelles,Parexel
10294,NCT06015737,Parexel,,460.0,2024-06-29,,2027-12-29,,Belgium,Leuven,Parexel
10295,NCT06015737,Parexel,,460.0,2024-06-29,,2027-12-29,,Belgium,Liège,Parexel
10296,NCT06015737,Parexel,,460.0,2024-06-29,,2027-12-29,,Brazil,Belo Horizonte,Parexel
10297,NCT06015737,Parexel,,460.0,2024-06-29,,2027-12-29,,Brazil,Belo Horizonte,Parexel
10298,NCT06015737,Parexel,,460.0,2024-06-29,,2027-12-29,,Brazil,Porto Alegre,Parexel
10299,NCT06015737,Parexel,,460.0,2024-06-29,,2027-12-29,,Brazil,Rio de Janeiro,Parexel
10300,NCT06015737,Parexel,,460.0,2024-06-29,,2027-12-29,,Brazil,Salvador,Parexel
10301,NCT06015737,Parexel,,460.0,2024-06-29,,2027-12-29,,Brazil,Sao Paulo,Parexel
10302,NCT06015737,Parexel,,460.0,2024-06-29,,2027-12-29,,Bulgaria,Sofia,Parexel
10303,NCT06015737,Parexel,,460.0,2024-06-29,,2027-12-29,,Bulgaria,Sofia,Parexel
10304,NCT06015737,Parexel,,460.0,2024-06-29,,2027-12-29,,Bulgaria,Sofia,Parexel
10305,NCT06015737,Parexel,,460.0,2024-06-29,,2027-12-29,,Bulgaria,Sofia,Parexel
10306,NCT06015737,Parexel,,460.0,2024-06-29,,2027-12-29,,Bulgaria,Sofia,Parexel
10307,NCT06015737,Parexel,,460.0,2024-06-29,,2027-12-29,,Canada,Edmonton,Parexel
10308,NCT06015737,Parexel,,460.0,2024-06-29,,2027-12-29,,Canada,Vancouver,Parexel
10309,NCT06015737,Parexel,,460.0,2024-06-29,,2027-12-29,,Canada,Hamilton,Parexel
10310,NCT06015737,Parexel,,460.0,2024-06-29,,2027-12-29,,Canada,Newmarket,Parexel
10311,NCT06015737,Parexel,,460.0,2024-06-29,,2027-12-29,,Canada,Toronto,Parexel
10312,NCT06015737,Parexel,,460.0,2024-06-29,,2027-12-29,,Chile,Osorno,Parexel
10313,NCT06015737,Parexel,,460.0,2024-06-29,,2027-12-29,,Chile,Santiago,Parexel
10314,NCT06015737,Parexel,,460.0,2024-06-29,,2027-12-29,,Chile,Santiago,Parexel
10315,NCT06015737,Parexel,,460.0,2024-06-29,,2027-12-29,,Chile,Santiago,Parexel
10316,NCT06015737,Parexel,,460.0,2024-06-29,,2027-12-29,,China,Baotou,Parexel
10317,NCT06015737,Parexel,,460.0,2024-06-29,,2027-12-29,,China,Beijing,Parexel
10318,NCT06015737,Parexel,,460.0,2024-06-29,,2027-12-29,,China,Beijing,Parexel
10319,NCT06015737,Parexel,,460.0,2024-06-29,,2027-12-29,,China,Beijing,Parexel
10320,NCT06015737,Parexel,,460.0,2024-06-29,,2027-12-29,,China,Changchun,Parexel
10321,NCT06015737,Parexel,,460.0,2024-06-29,,2027-12-29,,China,Changsha,Parexel
10322,NCT06015737,Parexel,,460.0,2024-06-29,,2027-12-29,,China,Chengdu,Parexel
10323,NCT06015737,Parexel,,460.0,2024-06-29,,2027-12-29,,China,Chongqing,Parexel
10324,NCT06015737,Parexel,,460.0,2024-06-29,,2027-12-29,,China,Guangzhou,Parexel
10325,NCT06015737,Parexel,,460.0,2024-06-29,,2027-12-29,,China,Hangzhou,Parexel
10326,NCT06015737,Parexel,,460.0,2024-06-29,,2027-12-29,,China,Heilongjiang,Parexel
10327,NCT06015737,Parexel,,460.0,2024-06-29,,2027-12-29,,China,Jinan,Parexel
10328,NCT06015737,Parexel,,460.0,2024-06-29,,2027-12-29,,China,Kunming,Parexel
10329,NCT06015737,Parexel,,460.0,2024-06-29,,2027-12-29,,China,Nanchang,Parexel
10330,NCT06015737,Parexel,,460.0,2024-06-29,,2027-12-29,,China,Nanjing,Parexel
10331,NCT06015737,Parexel,,460.0,2024-06-29,,2027-12-29,,China,Shanghai,Parexel
10332,NCT06015737,Parexel,,460.0,2024-06-29,,2027-12-29,,China,Shanghai,Parexel
10333,NCT06015737,Parexel,,460.0,2024-06-29,,2027-12-29,,China,Shenzhen,Parexel
10334,NCT06015737,Parexel,,460.0,2024-06-29,,2027-12-29,,China,Shenzhen,Parexel
10335,NCT06015737,Parexel,,460.0,2024-06-29,,2027-12-29,,China,Shenzhen,Parexel
10336,NCT06015737,Parexel,,460.0,2024-06-29,,2027-12-29,,China,Shijiazhuang,Parexel
10337,NCT06015737,Parexel,,460.0,2024-06-29,,2027-12-29,,China,Urumqi,Parexel
10338,NCT06015737,Parexel,,460.0,2024-06-29,,2027-12-29,,China,Wuhan,Parexel
10339,NCT06015737,Parexel,,460.0,2024-06-29,,2027-12-29,,China,Zhuzhou,Parexel
10340,NCT06015737,Parexel,,460.0,2024-06-29,,2027-12-29,,Colombia,Barranquilla,Parexel
10341,NCT06015737,Parexel,,460.0,2024-06-29,,2027-12-29,,Colombia,Barranquilla,Parexel
10342,NCT06015737,Parexel,,460.0,2024-06-29,,2027-12-29,,Colombia,Bogota,Parexel
10343,NCT06015737,Parexel,,460.0,2024-06-29,,2027-12-29,,Colombia,Chia,Parexel
10344,NCT06015737,Parexel,,460.0,2024-06-29,,2027-12-29,,Denmark,Aarhus,Parexel
10345,NCT06015737,Parexel,,460.0,2024-06-29,,2027-12-29,,Denmark,København,Parexel
10346,NCT06015737,Parexel,,460.0,2024-06-29,,2027-12-29,,France,Bois Guillaume,Parexel
10347,NCT06015737,Parexel,,460.0,2024-06-29,,2027-12-29,,France,Bordeaux,Parexel
10348,NCT06015737,Parexel,,460.0,2024-06-29,,2027-12-29,,France,Chambray Les Tours,Parexel
10349,NCT06015737,Parexel,,460.0,2024-06-29,,2027-12-29,,France,Dijon,Parexel
10350,NCT06015737,Parexel,,460.0,2024-06-29,,2027-12-29,,France,Lille Cedex,Parexel
10351,NCT06015737,Parexel,,460.0,2024-06-29,,2027-12-29,,France,Lyon,Parexel
10352,NCT06015737,Parexel,,460.0,2024-06-29,,2027-12-29,,France,Montivilliers,Parexel
10353,NCT06015737,Parexel,,460.0,2024-06-29,,2027-12-29,,France,Nantes,Parexel
10354,NCT06015737,Parexel,,460.0,2024-06-29,,2027-12-29,,France,Nice,Parexel
10355,NCT06015737,Parexel,,460.0,2024-06-29,,2027-12-29,,France,Paris,Parexel
10356,NCT06015737,Parexel,,460.0,2024-06-29,,2027-12-29,,France,Paris,Parexel
10357,NCT06015737,Parexel,,460.0,2024-06-29,,2027-12-29,,France,Paris,Parexel
10358,NCT06015737,Parexel,,460.0,2024-06-29,,2027-12-29,,France,Paris,Parexel
10359,NCT06015737,Parexel,,460.0,2024-06-29,,2027-12-29,,France,Poitiers,Parexel
10360,NCT06015737,Parexel,,460.0,2024-06-29,,2027-12-29,,France,Toulouse Cedex 9,Parexel
10361,NCT06015737,Parexel,,460.0,2024-06-29,,2027-12-29,,Germany,Berlin,Parexel
10362,NCT06015737,Parexel,,460.0,2024-06-29,,2027-12-29,,Germany,Bochum,Parexel
10363,NCT06015737,Parexel,,460.0,2024-06-29,,2027-12-29,,Germany,Dresden,Parexel
10364,NCT06015737,Parexel,,460.0,2024-06-29,,2027-12-29,,Germany,Erlangen,Parexel
10365,NCT06015737,Parexel,,460.0,2024-06-29,,2027-12-29,,Germany,Essen,Parexel
10366,NCT06015737,Parexel,,460.0,2024-06-29,,2027-12-29,,Germany,Freiburg,Parexel
10367,NCT06015737,Parexel,,460.0,2024-06-29,,2027-12-29,,Germany,Hamburg,Parexel
10368,NCT06015737,Parexel,,460.0,2024-06-29,,2027-12-29,,Germany,Hannover,Parexel
10369,NCT06015737,Parexel,,460.0,2024-06-29,,2027-12-29,,Germany,Kiel,Parexel
10370,NCT06015737,Parexel,,460.0,2024-06-29,,2027-12-29,,Germany,Leipzig,Parexel
10371,NCT06015737,Parexel,,460.0,2024-06-29,,2027-12-29,,Germany,Mainz,Parexel
10372,NCT06015737,Parexel,,460.0,2024-06-29,,2027-12-29,,Germany,Marburg,Parexel
10373,NCT06015737,Parexel,,460.0,2024-06-29,,2027-12-29,,Germany,Regensburg,Parexel
10374,NCT06015737,Parexel,,460.0,2024-06-29,,2027-12-29,,Germany,Wuppertal,Parexel
10375,NCT06015737,Parexel,,460.0,2024-06-29,,2027-12-29,,Greece,Athens,Parexel
10376,NCT06015737,Parexel,,460.0,2024-06-29,,2027-12-29,,Greece,Athens,Parexel
10377,NCT06015737,Parexel,,460.0,2024-06-29,,2027-12-29,,Greece,Athens,Parexel
10378,NCT06015737,Parexel,,460.0,2024-06-29,,2027-12-29,,Greece,Athens,Parexel
10379,NCT06015737,Parexel,,460.0,2024-06-29,,2027-12-29,,Greece,Athens,Parexel
10380,NCT06015737,Parexel,,460.0,2024-06-29,,2027-12-29,,Italy,Brescia,Parexel
10381,NCT06015737,Parexel,,460.0,2024-06-29,,2027-12-29,,Italy,Cona,Parexel
10382,NCT06015737,Parexel,,460.0,2024-06-29,,2027-12-29,,Italy,Florence,Parexel
10383,NCT06015737,Parexel,,460.0,2024-06-29,,2027-12-29,,Italy,Marche,Parexel
10384,NCT06015737,Parexel,,460.0,2024-06-29,,2027-12-29,,Italy,Milano,Parexel
10385,NCT06015737,Parexel,,460.0,2024-06-29,,2027-12-29,,Italy,Napoli,Parexel
10386,NCT06015737,Parexel,,460.0,2024-06-29,,2027-12-29,,Italy,Reggio Emilia,Parexel
10387,NCT06015737,Parexel,,460.0,2024-06-29,,2027-12-29,,Italy,Roma,Parexel
10388,NCT06015737,Parexel,,460.0,2024-06-29,,2027-12-29,,Italy,Rome,Parexel
10389,NCT06015737,Parexel,,460.0,2024-06-29,,2027-12-29,,Japan,Bunkyo-ku,Parexel
10390,NCT06015737,Parexel,,460.0,2024-06-29,,2027-12-29,,Japan,Chuo-ku,Parexel
10391,NCT06015737,Parexel,,460.0,2024-06-29,,2027-12-29,,Japan,Fukuoka-Shi,Parexel
10392,NCT06015737,Parexel,,460.0,2024-06-29,,2027-12-29,,Japan,Itabashi,Parexel
10393,NCT06015737,Parexel,,460.0,2024-06-29,,2027-12-29,,Japan,Kanazawa-shi,Parexel
10394,NCT06015737,Parexel,,460.0,2024-06-29,,2027-12-29,,Japan,Kita-gun,Parexel
10395,NCT06015737,Parexel,,460.0,2024-06-29,,2027-12-29,,Japan,Nagasaki-shi,Parexel
10396,NCT06015737,Parexel,,460.0,2024-06-29,,2027-12-29,,Japan,Nagoya-shi,Parexel
10397,NCT06015737,Parexel,,460.0,2024-06-29,,2027-12-29,,Japan,Nagoya,Parexel
10398,NCT06015737,Parexel,,460.0,2024-06-29,,2027-12-29,,Japan,Okayama-shi,Parexel
10399,NCT06015737,Parexel,,460.0,2024-06-29,,2027-12-29,,Japan,Omura-shi,Parexel
10400,NCT06015737,Parexel,,460.0,2024-06-29,,2027-12-29,,Japan,Ono,Parexel
10401,NCT06015737,Parexel,,460.0,2024-06-29,,2027-12-29,,Japan,Osaka-shi,Parexel
10402,NCT06015737,Parexel,,460.0,2024-06-29,,2027-12-29,,Japan,Sapporo,Parexel
10403,NCT06015737,Parexel,,460.0,2024-06-29,,2027-12-29,,Japan,Suita,Parexel
10404,NCT06015737,Parexel,,460.0,2024-06-29,,2027-12-29,,Japan,Wakayama,Parexel
10405,NCT06015737,Parexel,,460.0,2024-06-29,,2027-12-29,,Japan,Yokohama-shi,Parexel
10406,NCT06015737,Parexel,,460.0,2024-06-29,,2027-12-29,,Japan,Yokohama,Parexel
10407,NCT06015737,Parexel,,460.0,2024-06-29,,2027-12-29,,Japan,Yotsukaido-shi,Parexel
10408,NCT06015737,Parexel,,460.0,2024-06-29,,2027-12-29,,"Korea, Republic of",Seoul,Parexel
10409,NCT06015737,Parexel,,460.0,2024-06-29,,2027-12-29,,"Korea, Republic of",Seoul,Parexel
10410,NCT06015737,Parexel,,460.0,2024-06-29,,2027-12-29,,"Korea, Republic of",Seoul,Parexel
10411,NCT06015737,Parexel,,460.0,2024-06-29,,2027-12-29,,Mexico,Ciudad de Mexico,Parexel
10412,NCT06015737,Parexel,,460.0,2024-06-29,,2027-12-29,,Mexico,Cuernavaca,Parexel
10413,NCT06015737,Parexel,,460.0,2024-06-29,,2027-12-29,,Mexico,Guadalajara,Parexel
10414,NCT06015737,Parexel,,460.0,2024-06-29,,2027-12-29,,Mexico,Guadalajara,Parexel
10415,NCT06015737,Parexel,,460.0,2024-06-29,,2027-12-29,,Mexico,Guadalajara,Parexel
10416,NCT06015737,Parexel,,460.0,2024-06-29,,2027-12-29,,Mexico,Guadalajara,Parexel
10417,NCT06015737,Parexel,,460.0,2024-06-29,,2027-12-29,,Mexico,San Luis Potosi,Parexel
10418,NCT06015737,Parexel,,460.0,2024-06-29,,2027-12-29,,Mexico,Veracruz,Parexel
10419,NCT06015737,Parexel,,460.0,2024-06-29,,2027-12-29,,Mexico,Zapopan,Parexel
10420,NCT06015737,Parexel,,460.0,2024-06-29,,2027-12-29,,Netherlands,Amsterdam,Parexel
10421,NCT06015737,Parexel,,460.0,2024-06-29,,2027-12-29,,Netherlands,Breda,Parexel
10422,NCT06015737,Parexel,,460.0,2024-06-29,,2027-12-29,,Netherlands,Nijmegen,Parexel
10423,NCT06015737,Parexel,,460.0,2024-06-29,,2027-12-29,,Netherlands,Rotterdam,Parexel
10424,NCT06015737,Parexel,,460.0,2024-06-29,,2027-12-29,,New Zealand,Hamilton,Parexel
10425,NCT06015737,Parexel,,460.0,2024-06-29,,2027-12-29,,New Zealand,Papatoetoe,Parexel
10426,NCT06015737,Parexel,,460.0,2024-06-29,,2027-12-29,,Philippines,Iloilo City,Parexel
10427,NCT06015737,Parexel,,460.0,2024-06-29,,2027-12-29,,Philippines,Lipa,Parexel
10428,NCT06015737,Parexel,,460.0,2024-06-29,,2027-12-29,,Philippines,Manila,Parexel
10429,NCT06015737,Parexel,,460.0,2024-06-29,,2027-12-29,,Poland,Gdynia,Parexel
10430,NCT06015737,Parexel,,460.0,2024-06-29,,2027-12-29,,Poland,Katowice,Parexel
10431,NCT06015737,Parexel,,460.0,2024-06-29,,2027-12-29,,Poland,Kielce,Parexel
10432,NCT06015737,Parexel,,460.0,2024-06-29,,2027-12-29,,Poland,Olsztyn,Parexel
10433,NCT06015737,Parexel,,460.0,2024-06-29,,2027-12-29,,Poland,Ossy,Parexel
10434,NCT06015737,Parexel,,460.0,2024-06-29,,2027-12-29,,Poland,Poznan,Parexel
10435,NCT06015737,Parexel,,460.0,2024-06-29,,2027-12-29,,Poland,Rzeszów,Parexel
10436,NCT06015737,Parexel,,460.0,2024-06-29,,2027-12-29,,Poland,Warszawa,Parexel
10437,NCT06015737,Parexel,,460.0,2024-06-29,,2027-12-29,,Poland,Warszawa,Parexel
10438,NCT06015737,Parexel,,460.0,2024-06-29,,2027-12-29,,Poland,Warszawa,Parexel
10439,NCT06015737,Parexel,,460.0,2024-06-29,,2027-12-29,,Portugal,Braga,Parexel
10440,NCT06015737,Parexel,,460.0,2024-06-29,,2027-12-29,,Portugal,Coimbra,Parexel
10441,NCT06015737,Parexel,,460.0,2024-06-29,,2027-12-29,,Portugal,Lisboa,Parexel
10442,NCT06015737,Parexel,,460.0,2024-06-29,,2027-12-29,,Portugal,Porto,Parexel
10443,NCT06015737,Parexel,,460.0,2024-06-29,,2027-12-29,,Romania,Bucharest,Parexel
10444,NCT06015737,Parexel,,460.0,2024-06-29,,2027-12-29,,Romania,Bucuresti,Parexel
10445,NCT06015737,Parexel,,460.0,2024-06-29,,2027-12-29,,Romania,Craiova,Parexel
10446,NCT06015737,Parexel,,460.0,2024-06-29,,2027-12-29,,Romania,Iasi,Parexel
10447,NCT06015737,Parexel,,460.0,2024-06-29,,2027-12-29,,Romania,Targu Mures,Parexel
10448,NCT06015737,Parexel,,460.0,2024-06-29,,2027-12-29,,Serbia,Belgrade,Parexel
10449,NCT06015737,Parexel,,460.0,2024-06-29,,2027-12-29,,Serbia,Belgrade,Parexel
10450,NCT06015737,Parexel,,460.0,2024-06-29,,2027-12-29,,Serbia,Kragujevac,Parexel
10451,NCT06015737,Parexel,,460.0,2024-06-29,,2027-12-29,,Slovakia,Košice,Parexel
10452,NCT06015737,Parexel,,460.0,2024-06-29,,2027-12-29,,Slovakia,Piestany,Parexel
10453,NCT06015737,Parexel,,460.0,2024-06-29,,2027-12-29,,Slovakia,Piestany,Parexel
10454,NCT06015737,Parexel,,460.0,2024-06-29,,2027-12-29,,Slovakia,Svidnik,Parexel
10455,NCT06015737,Parexel,,460.0,2024-06-29,,2027-12-29,,South Africa,Cape Town,Parexel
10456,NCT06015737,Parexel,,460.0,2024-06-29,,2027-12-29,,South Africa,Johannesburg,Parexel
10457,NCT06015737,Parexel,,460.0,2024-06-29,,2027-12-29,,South Africa,Stellenbosch,Parexel
10458,NCT06015737,Parexel,,460.0,2024-06-29,,2027-12-29,,Spain,Barcelona,Parexel
10459,NCT06015737,Parexel,,460.0,2024-06-29,,2027-12-29,,Spain,Barcelona,Parexel
10460,NCT06015737,Parexel,,460.0,2024-06-29,,2027-12-29,,Spain,Castellon de la Plana,Parexel
10461,NCT06015737,Parexel,,460.0,2024-06-29,,2027-12-29,,Spain,Granada,Parexel
10462,NCT06015737,Parexel,,460.0,2024-06-29,,2027-12-29,,Spain,L'Hospitalet de Llobregat,Parexel
10463,NCT06015737,Parexel,,460.0,2024-06-29,,2027-12-29,,Spain,La Coruña,Parexel
10464,NCT06015737,Parexel,,460.0,2024-06-29,,2027-12-29,,Spain,Las Palmas de Gran Canaria,Parexel
10465,NCT06015737,Parexel,,460.0,2024-06-29,,2027-12-29,,Spain,Madrid,Parexel
10466,NCT06015737,Parexel,,460.0,2024-06-29,,2027-12-29,,Spain,Madrid,Parexel
10467,NCT06015737,Parexel,,460.0,2024-06-29,,2027-12-29,,Spain,Madrid,Parexel
10468,NCT06015737,Parexel,,460.0,2024-06-29,,2027-12-29,,Spain,Madrid,Parexel
10469,NCT06015737,Parexel,,460.0,2024-06-29,,2027-12-29,,Spain,Majadahonda,Parexel
10470,NCT06015737,Parexel,,460.0,2024-06-29,,2027-12-29,,Spain,Salamanca,Parexel
10471,NCT06015737,Parexel,,460.0,2024-06-29,,2027-12-29,,Spain,Sevilla,Parexel
10472,NCT06015737,Parexel,,460.0,2024-06-29,,2027-12-29,,Spain,Valencia,Parexel
10473,NCT06015737,Parexel,,460.0,2024-06-29,,2027-12-29,,Spain,València,Parexel
10474,NCT06015737,Parexel,,460.0,2024-06-29,,2027-12-29,,Spain,Vigo,Parexel
10475,NCT06015737,Parexel,,460.0,2024-06-29,,2027-12-29,,Taiwan,Kaohsiung,Parexel
10476,NCT06015737,Parexel,,460.0,2024-06-29,,2027-12-29,,Taiwan,Taichung,Parexel
10477,NCT06015737,Parexel,,460.0,2024-06-29,,2027-12-29,,Taiwan,Taipei,Parexel
10478,NCT06015737,Parexel,,460.0,2024-06-29,,2027-12-29,,Taiwan,Taipei,Parexel
10479,NCT06015737,Parexel,,460.0,2024-06-29,,2027-12-29,,Thailand,Bangkok,Parexel
10480,NCT06015737,Parexel,,460.0,2024-06-29,,2027-12-29,,Thailand,Bangkok,Parexel
10481,NCT06015737,Parexel,,460.0,2024-06-29,,2027-12-29,,Thailand,Hat Yai,Parexel
10482,NCT06015737,Parexel,,460.0,2024-06-29,,2027-12-29,,Thailand,Khlong Luang,Parexel
10483,NCT06015737,Parexel,,460.0,2024-06-29,,2027-12-29,,Thailand,Khon-Kaen,Parexel
10484,NCT06015737,Parexel,,460.0,2024-06-29,,2027-12-29,,Turkey,Istanbul,Parexel
10485,NCT06015737,Parexel,,460.0,2024-06-29,,2027-12-29,,Turkey,Istanbul,Parexel
10486,NCT06015737,Parexel,,460.0,2024-06-29,,2027-12-29,,Turkey,Karsiyaka,Parexel
10487,NCT06015737,Parexel,,460.0,2024-06-29,,2027-12-29,,Turkey,Kayseri,Parexel
10488,NCT06015737,Parexel,,460.0,2024-06-29,,2027-12-29,,Turkey,Samsun,Parexel
10489,NCT06015737,Parexel,,460.0,2024-06-29,,2027-12-29,,United Kingdom,Cambridge,Parexel
10490,NCT06015737,Parexel,,460.0,2024-06-29,,2027-12-29,,United Kingdom,Leeds,Parexel
10491,NCT06015737,Parexel,,460.0,2024-06-29,,2027-12-29,,United Kingdom,London,Parexel
10492,NCT06015737,Parexel,,460.0,2024-06-29,,2027-12-29,,United Kingdom,London,Parexel
10493,NCT06015737,Parexel,,460.0,2024-06-29,,2027-12-29,,United Kingdom,London,Parexel
