fei_number,cro_name_standardized,inspection_id,date_of_inspection,type_of_issue,classification,act/cfr_number,short_description,publish_date,form_483_flag,warning_letter_flag,download,source,record_id,specialization,notable_client,trial_identifier,withdrawals,enrolled,start_date,completion_date,estimated_completion_date,dropout_rate,country,city
,ICON plc,,,,,,,,,,,ClinicalTrials,,Full-service,"Pfizer, Bristol Myers Squibb",NCT02586155,254.0,2425.0,2015-11-30,2020-11-30,,0.1047422680412371,Argentina,Córdoba
,ICON plc,,,,,,,,,,,ClinicalTrials,,Full-service,"Pfizer, Bristol Myers Squibb",NCT02586155,254.0,2425.0,2015-11-30,2020-11-30,,0.1047422680412371,Argentina,Córdoba
,ICON plc,,,,,,,,,,,ClinicalTrials,,Full-service,"Pfizer, Bristol Myers Squibb",NCT02586155,254.0,2425.0,2015-11-30,2020-11-30,,0.1047422680412371,Argentina,Córdoba
,ICON plc,,,,,,,,,,,ClinicalTrials,,Full-service,"Pfizer, Bristol Myers Squibb",NCT02586155,254.0,2425.0,2015-11-30,2020-11-30,,0.1047422680412371,Argentina,Córdoba
,ICON plc,,,,,,,,,,,ClinicalTrials,,Full-service,"Pfizer, Bristol Myers Squibb",NCT02586155,254.0,2425.0,2015-11-30,2020-11-30,,0.1047422680412371,Argentina,Córdoba
,ICON plc,,,,,,,,,,,ClinicalTrials,,Full-service,"Pfizer, Bristol Myers Squibb",NCT02586155,254.0,2425.0,2015-11-30,2020-11-30,,0.1047422680412371,Argentina,Córdoba
,ICON plc,,,,,,,,,,,ClinicalTrials,,Full-service,"Pfizer, Bristol Myers Squibb",NCT02586155,254.0,2425.0,2015-11-30,2020-11-30,,0.1047422680412371,Argentina,Haedo
,ICON plc,,,,,,,,,,,ClinicalTrials,,Full-service,"Pfizer, Bristol Myers Squibb",NCT02586155,254.0,2425.0,2015-11-30,2020-11-30,,0.1047422680412371,Argentina,Lanús
,ICON plc,,,,,,,,,,,ClinicalTrials,,Full-service,"Pfizer, Bristol Myers Squibb",NCT02586155,254.0,2425.0,2015-11-30,2020-11-30,,0.1047422680412371,Argentina,Mar Del Plata
,ICON plc,,,,,,,,,,,ClinicalTrials,,Full-service,"Pfizer, Bristol Myers Squibb",NCT02586155,254.0,2425.0,2015-11-30,2020-11-30,,0.1047422680412371,Argentina,Mendoza
,ICON plc,,,,,,,,,,,ClinicalTrials,,Full-service,"Pfizer, Bristol Myers Squibb",NCT02586155,254.0,2425.0,2015-11-30,2020-11-30,,0.1047422680412371,Argentina,Ramos Mejia
,ICON plc,,,,,,,,,,,ClinicalTrials,,Full-service,"Pfizer, Bristol Myers Squibb",NCT02586155,254.0,2425.0,2015-11-30,2020-11-30,,0.1047422680412371,Argentina,Rosario
,ICON plc,,,,,,,,,,,ClinicalTrials,,Full-service,"Pfizer, Bristol Myers Squibb",NCT02586155,254.0,2425.0,2015-11-30,2020-11-30,,0.1047422680412371,Argentina,Rosario
,ICON plc,,,,,,,,,,,ClinicalTrials,,Full-service,"Pfizer, Bristol Myers Squibb",NCT02586155,254.0,2425.0,2015-11-30,2020-11-30,,0.1047422680412371,Argentina,Salta
,ICON plc,,,,,,,,,,,ClinicalTrials,,Full-service,"Pfizer, Bristol Myers Squibb",NCT02586155,254.0,2425.0,2015-11-30,2020-11-30,,0.1047422680412371,Argentina,San Isidro
,ICON plc,,,,,,,,,,,ClinicalTrials,,Full-service,"Pfizer, Bristol Myers Squibb",NCT02586155,254.0,2425.0,2015-11-30,2020-11-30,,0.1047422680412371,Argentina,San Miguel De Tucumán
,ICON plc,,,,,,,,,,,ClinicalTrials,,Full-service,"Pfizer, Bristol Myers Squibb",NCT02586155,254.0,2425.0,2015-11-30,2020-11-30,,0.1047422680412371,Argentina,San Miguel De Tucumán
,ICON plc,,,,,,,,,,,ClinicalTrials,,Full-service,"Pfizer, Bristol Myers Squibb",NCT02586155,254.0,2425.0,2015-11-30,2020-11-30,,0.1047422680412371,Argentina,San Miguel De Tucumán
,ICON plc,,,,,,,,,,,ClinicalTrials,,Full-service,"Pfizer, Bristol Myers Squibb",NCT02586155,254.0,2425.0,2015-11-30,2020-11-30,,0.1047422680412371,Argentina,Santa Fe
,ICON plc,,,,,,,,,,,ClinicalTrials,,Full-service,"Pfizer, Bristol Myers Squibb",NCT02586155,254.0,2425.0,2015-11-30,2020-11-30,,0.1047422680412371,Argentina,Santiago Del Estero
,ICON plc,,,,,,,,,,,ClinicalTrials,,Full-service,"Pfizer, Bristol Myers Squibb",NCT02586155,254.0,2425.0,2015-11-30,2020-11-30,,0.1047422680412371,Argentina,Villa María
,ICON plc,,,,,,,,,,,ClinicalTrials,,Full-service,"Pfizer, Bristol Myers Squibb",NCT02586155,254.0,2425.0,2015-11-30,2020-11-30,,0.1047422680412371,Argentina,Zárate
,ICON plc,,,,,,,,,,,ClinicalTrials,,Full-service,"Pfizer, Bristol Myers Squibb",NCT02586155,254.0,2425.0,2015-11-30,2020-11-30,,0.1047422680412371,Australia,Bedford Park
,ICON plc,,,,,,,,,,,ClinicalTrials,,Full-service,"Pfizer, Bristol Myers Squibb",NCT02586155,254.0,2425.0,2015-11-30,2020-11-30,,0.1047422680412371,Belgium,Antwerpen
,ICON plc,,,,,,,,,,,ClinicalTrials,,Full-service,"Pfizer, Bristol Myers Squibb",NCT02586155,254.0,2425.0,2015-11-30,2020-11-30,,0.1047422680412371,Belgium,Bonheiden
,ICON plc,,,,,,,,,,,ClinicalTrials,,Full-service,"Pfizer, Bristol Myers Squibb",NCT02586155,254.0,2425.0,2015-11-30,2020-11-30,,0.1047422680412371,Belgium,Turnhout
,ICON plc,,,,,,,,,,,ClinicalTrials,,Full-service,"Pfizer, Bristol Myers Squibb",NCT02586155,254.0,2425.0,2015-11-30,2020-11-30,,0.1047422680412371,Bulgaria,Gabrovo
,ICON plc,,,,,,,,,,,ClinicalTrials,,Full-service,"Pfizer, Bristol Myers Squibb",NCT02586155,254.0,2425.0,2015-11-30,2020-11-30,,0.1047422680412371,Bulgaria,Lovech
,ICON plc,,,,,,,,,,,ClinicalTrials,,Full-service,"Pfizer, Bristol Myers Squibb",NCT02586155,254.0,2425.0,2015-11-30,2020-11-30,,0.1047422680412371,Bulgaria,Pazardzhik
,ICON plc,,,,,,,,,,,ClinicalTrials,,Full-service,"Pfizer, Bristol Myers Squibb",NCT02586155,254.0,2425.0,2015-11-30,2020-11-30,,0.1047422680412371,Bulgaria,Pleven
,ICON plc,,,,,,,,,,,ClinicalTrials,,Full-service,"Pfizer, Bristol Myers Squibb",NCT02586155,254.0,2425.0,2015-11-30,2020-11-30,,0.1047422680412371,Bulgaria,Smolyan
,ICON plc,,,,,,,,,,,ClinicalTrials,,Full-service,"Pfizer, Bristol Myers Squibb",NCT02586155,254.0,2425.0,2015-11-30,2020-11-30,,0.1047422680412371,Bulgaria,Sofia
,ICON plc,,,,,,,,,,,ClinicalTrials,,Full-service,"Pfizer, Bristol Myers Squibb",NCT02586155,254.0,2425.0,2015-11-30,2020-11-30,,0.1047422680412371,Bulgaria,Sofia
,ICON plc,,,,,,,,,,,ClinicalTrials,,Full-service,"Pfizer, Bristol Myers Squibb",NCT02586155,254.0,2425.0,2015-11-30,2020-11-30,,0.1047422680412371,Bulgaria,Sofia
,ICON plc,,,,,,,,,,,ClinicalTrials,,Full-service,"Pfizer, Bristol Myers Squibb",NCT02586155,254.0,2425.0,2015-11-30,2020-11-30,,0.1047422680412371,Bulgaria,Sofia
,ICON plc,,,,,,,,,,,ClinicalTrials,,Full-service,"Pfizer, Bristol Myers Squibb",NCT02586155,254.0,2425.0,2015-11-30,2020-11-30,,0.1047422680412371,Bulgaria,Sofia
,ICON plc,,,,,,,,,,,ClinicalTrials,,Full-service,"Pfizer, Bristol Myers Squibb",NCT02586155,254.0,2425.0,2015-11-30,2020-11-30,,0.1047422680412371,Bulgaria,Sofia
,ICON plc,,,,,,,,,,,ClinicalTrials,,Full-service,"Pfizer, Bristol Myers Squibb",NCT02586155,254.0,2425.0,2015-11-30,2020-11-30,,0.1047422680412371,Bulgaria,Sofia
,ICON plc,,,,,,,,,,,ClinicalTrials,,Full-service,"Pfizer, Bristol Myers Squibb",NCT02586155,254.0,2425.0,2015-11-30,2020-11-30,,0.1047422680412371,Bulgaria,Stara Zagora
,ICON plc,,,,,,,,,,,ClinicalTrials,,Full-service,"Pfizer, Bristol Myers Squibb",NCT02586155,254.0,2425.0,2015-11-30,2020-11-30,,0.1047422680412371,Bulgaria,Varna
,ICON plc,,,,,,,,,,,ClinicalTrials,,Full-service,"Pfizer, Bristol Myers Squibb",NCT02586155,254.0,2425.0,2015-11-30,2020-11-30,,0.1047422680412371,Croatia,Karlovac
,ICON plc,,,,,,,,,,,ClinicalTrials,,Full-service,"Pfizer, Bristol Myers Squibb",NCT02586155,254.0,2425.0,2015-11-30,2020-11-30,,0.1047422680412371,Croatia,Krapinske Toplice
,ICON plc,,,,,,,,,,,ClinicalTrials,,Full-service,"Pfizer, Bristol Myers Squibb",NCT02586155,254.0,2425.0,2015-11-30,2020-11-30,,0.1047422680412371,Croatia,Osijek
,ICON plc,,,,,,,,,,,ClinicalTrials,,Full-service,"Pfizer, Bristol Myers Squibb",NCT02586155,254.0,2425.0,2015-11-30,2020-11-30,,0.1047422680412371,Croatia,Slavonski Brod
,ICON plc,,,,,,,,,,,ClinicalTrials,,Full-service,"Pfizer, Bristol Myers Squibb",NCT02586155,254.0,2425.0,2015-11-30,2020-11-30,,0.1047422680412371,Croatia,Virovitica
,ICON plc,,,,,,,,,,,ClinicalTrials,,Full-service,"Pfizer, Bristol Myers Squibb",NCT02586155,254.0,2425.0,2015-11-30,2020-11-30,,0.1047422680412371,Croatia,Zagreb
,ICON plc,,,,,,,,,,,ClinicalTrials,,Full-service,"Pfizer, Bristol Myers Squibb",NCT02586155,254.0,2425.0,2015-11-30,2020-11-30,,0.1047422680412371,Germany,Berlin
,ICON plc,,,,,,,,,,,ClinicalTrials,,Full-service,"Pfizer, Bristol Myers Squibb",NCT02586155,254.0,2425.0,2015-11-30,2020-11-30,,0.1047422680412371,Germany,Chemnitz
,ICON plc,,,,,,,,,,,ClinicalTrials,,Full-service,"Pfizer, Bristol Myers Squibb",NCT02586155,254.0,2425.0,2015-11-30,2020-11-30,,0.1047422680412371,Germany,Dresden
,ICON plc,,,,,,,,,,,ClinicalTrials,,Full-service,"Pfizer, Bristol Myers Squibb",NCT02586155,254.0,2425.0,2015-11-30,2020-11-30,,0.1047422680412371,Germany,Erfurt
,ICON plc,,,,,,,,,,,ClinicalTrials,,Full-service,"Pfizer, Bristol Myers Squibb",NCT02586155,254.0,2425.0,2015-11-30,2020-11-30,,0.1047422680412371,Germany,Heidelberg
,ICON plc,,,,,,,,,,,ClinicalTrials,,Full-service,"Pfizer, Bristol Myers Squibb",NCT02586155,254.0,2425.0,2015-11-30,2020-11-30,,0.1047422680412371,Germany,Hoyerswerda
,ICON plc,,,,,,,,,,,ClinicalTrials,,Full-service,"Pfizer, Bristol Myers Squibb",NCT02586155,254.0,2425.0,2015-11-30,2020-11-30,,0.1047422680412371,Germany,Kassel
,ICON plc,,,,,,,,,,,ClinicalTrials,,Full-service,"Pfizer, Bristol Myers Squibb",NCT02586155,254.0,2425.0,2015-11-30,2020-11-30,,0.1047422680412371,Germany,Langen
,ICON plc,,,,,,,,,,,ClinicalTrials,,Full-service,"Pfizer, Bristol Myers Squibb",NCT02586155,254.0,2425.0,2015-11-30,2020-11-30,,0.1047422680412371,Germany,Leverkusen
,ICON plc,,,,,,,,,,,ClinicalTrials,,Full-service,"Pfizer, Bristol Myers Squibb",NCT02586155,254.0,2425.0,2015-11-30,2020-11-30,,0.1047422680412371,Hungary,Baja
,ICON plc,,,,,,,,,,,ClinicalTrials,,Full-service,"Pfizer, Bristol Myers Squibb",NCT02586155,254.0,2425.0,2015-11-30,2020-11-30,,0.1047422680412371,Hungary,Berettyóújfalu
,ICON plc,,,,,,,,,,,ClinicalTrials,,Full-service,"Pfizer, Bristol Myers Squibb",NCT02586155,254.0,2425.0,2015-11-30,2020-11-30,,0.1047422680412371,Hungary,Budapest
,ICON plc,,,,,,,,,,,ClinicalTrials,,Full-service,"Pfizer, Bristol Myers Squibb",NCT02586155,254.0,2425.0,2015-11-30,2020-11-30,,0.1047422680412371,Hungary,Budapest
,ICON plc,,,,,,,,,,,ClinicalTrials,,Full-service,"Pfizer, Bristol Myers Squibb",NCT02586155,254.0,2425.0,2015-11-30,2020-11-30,,0.1047422680412371,Hungary,Budapest
,ICON plc,,,,,,,,,,,ClinicalTrials,,Full-service,"Pfizer, Bristol Myers Squibb",NCT02586155,254.0,2425.0,2015-11-30,2020-11-30,,0.1047422680412371,Hungary,Budapest
,ICON plc,,,,,,,,,,,ClinicalTrials,,Full-service,"Pfizer, Bristol Myers Squibb",NCT02586155,254.0,2425.0,2015-11-30,2020-11-30,,0.1047422680412371,Hungary,Budapest
,ICON plc,,,,,,,,,,,ClinicalTrials,,Full-service,"Pfizer, Bristol Myers Squibb",NCT02586155,254.0,2425.0,2015-11-30,2020-11-30,,0.1047422680412371,Hungary,Budapest
,ICON plc,,,,,,,,,,,ClinicalTrials,,Full-service,"Pfizer, Bristol Myers Squibb",NCT02586155,254.0,2425.0,2015-11-30,2020-11-30,,0.1047422680412371,Hungary,Budapest
,ICON plc,,,,,,,,,,,ClinicalTrials,,Full-service,"Pfizer, Bristol Myers Squibb",NCT02586155,254.0,2425.0,2015-11-30,2020-11-30,,0.1047422680412371,Hungary,Budapest
,ICON plc,,,,,,,,,,,ClinicalTrials,,Full-service,"Pfizer, Bristol Myers Squibb",NCT02586155,254.0,2425.0,2015-11-30,2020-11-30,,0.1047422680412371,Hungary,Komárom
,ICON plc,,,,,,,,,,,ClinicalTrials,,Full-service,"Pfizer, Bristol Myers Squibb",NCT02586155,254.0,2425.0,2015-11-30,2020-11-30,,0.1047422680412371,Hungary,Mosonmagyaróvár
,ICON plc,,,,,,,,,,,ClinicalTrials,,Full-service,"Pfizer, Bristol Myers Squibb",NCT02586155,254.0,2425.0,2015-11-30,2020-11-30,,0.1047422680412371,Hungary,Nagykanizsa
,ICON plc,,,,,,,,,,,ClinicalTrials,,Full-service,"Pfizer, Bristol Myers Squibb",NCT02586155,254.0,2425.0,2015-11-30,2020-11-30,,0.1047422680412371,Hungary,Pécs
,ICON plc,,,,,,,,,,,ClinicalTrials,,Full-service,"Pfizer, Bristol Myers Squibb",NCT02586155,254.0,2425.0,2015-11-30,2020-11-30,,0.1047422680412371,Hungary,Szeged
,ICON plc,,,,,,,,,,,ClinicalTrials,,Full-service,"Pfizer, Bristol Myers Squibb",NCT02586155,254.0,2425.0,2015-11-30,2020-11-30,,0.1047422680412371,Hungary,Szekszárd
,ICON plc,,,,,,,,,,,ClinicalTrials,,Full-service,"Pfizer, Bristol Myers Squibb",NCT02586155,254.0,2425.0,2015-11-30,2020-11-30,,0.1047422680412371,Hungary,Székesfehérvár
,ICON plc,,,,,,,,,,,ClinicalTrials,,Full-service,"Pfizer, Bristol Myers Squibb",NCT02586155,254.0,2425.0,2015-11-30,2020-11-30,,0.1047422680412371,Israel,Ashkelon
,ICON plc,,,,,,,,,,,ClinicalTrials,,Full-service,"Pfizer, Bristol Myers Squibb",NCT02586155,254.0,2425.0,2015-11-30,2020-11-30,,0.1047422680412371,Israel,Be'er Sheva
,ICON plc,,,,,,,,,,,ClinicalTrials,,Full-service,"Pfizer, Bristol Myers Squibb",NCT02586155,254.0,2425.0,2015-11-30,2020-11-30,,0.1047422680412371,Israel,Hadera
,ICON plc,,,,,,,,,,,ClinicalTrials,,Full-service,"Pfizer, Bristol Myers Squibb",NCT02586155,254.0,2425.0,2015-11-30,2020-11-30,,0.1047422680412371,Israel,Haifa
,ICON plc,,,,,,,,,,,ClinicalTrials,,Full-service,"Pfizer, Bristol Myers Squibb",NCT02586155,254.0,2425.0,2015-11-30,2020-11-30,,0.1047422680412371,Israel,Haifa
,ICON plc,,,,,,,,,,,ClinicalTrials,,Full-service,"Pfizer, Bristol Myers Squibb",NCT02586155,254.0,2425.0,2015-11-30,2020-11-30,,0.1047422680412371,Israel,Haifa
,ICON plc,,,,,,,,,,,ClinicalTrials,,Full-service,"Pfizer, Bristol Myers Squibb",NCT02586155,254.0,2425.0,2015-11-30,2020-11-30,,0.1047422680412371,Israel,Haifa
,ICON plc,,,,,,,,,,,ClinicalTrials,,Full-service,"Pfizer, Bristol Myers Squibb",NCT02586155,254.0,2425.0,2015-11-30,2020-11-30,,0.1047422680412371,Israel,Holon
,ICON plc,,,,,,,,,,,ClinicalTrials,,Full-service,"Pfizer, Bristol Myers Squibb",NCT02586155,254.0,2425.0,2015-11-30,2020-11-30,,0.1047422680412371,Israel,Jerusalem
,ICON plc,,,,,,,,,,,ClinicalTrials,,Full-service,"Pfizer, Bristol Myers Squibb",NCT02586155,254.0,2425.0,2015-11-30,2020-11-30,,0.1047422680412371,Israel,Jerusalem
,ICON plc,,,,,,,,,,,ClinicalTrials,,Full-service,"Pfizer, Bristol Myers Squibb",NCT02586155,254.0,2425.0,2015-11-30,2020-11-30,,0.1047422680412371,Israel,Jerusalem
,ICON plc,,,,,,,,,,,ClinicalTrials,,Full-service,"Pfizer, Bristol Myers Squibb",NCT02586155,254.0,2425.0,2015-11-30,2020-11-30,,0.1047422680412371,Israel,Kefar-Sava
,ICON plc,,,,,,,,,,,ClinicalTrials,,Full-service,"Pfizer, Bristol Myers Squibb",NCT02586155,254.0,2425.0,2015-11-30,2020-11-30,,0.1047422680412371,Israel,Nahariya
,ICON plc,,,,,,,,,,,ClinicalTrials,,Full-service,"Pfizer, Bristol Myers Squibb",NCT02586155,254.0,2425.0,2015-11-30,2020-11-30,,0.1047422680412371,Israel,Nazareth
,ICON plc,,,,,,,,,,,ClinicalTrials,,Full-service,"Pfizer, Bristol Myers Squibb",NCT02586155,254.0,2425.0,2015-11-30,2020-11-30,,0.1047422680412371,Israel,Ramat Gan
,ICON plc,,,,,,,,,,,ClinicalTrials,,Full-service,"Pfizer, Bristol Myers Squibb",NCT02586155,254.0,2425.0,2015-11-30,2020-11-30,,0.1047422680412371,Israel,Rehovot
,ICON plc,,,,,,,,,,,ClinicalTrials,,Full-service,"Pfizer, Bristol Myers Squibb",NCT02586155,254.0,2425.0,2015-11-30,2020-11-30,,0.1047422680412371,Israel,Safed
,ICON plc,,,,,,,,,,,ClinicalTrials,,Full-service,"Pfizer, Bristol Myers Squibb",NCT02586155,254.0,2425.0,2015-11-30,2020-11-30,,0.1047422680412371,Israel,Tel Aviv
,ICON plc,,,,,,,,,,,ClinicalTrials,,Full-service,"Pfizer, Bristol Myers Squibb",NCT02586155,254.0,2425.0,2015-11-30,2020-11-30,,0.1047422680412371,Israel,Tel-Aviv
,ICON plc,,,,,,,,,,,ClinicalTrials,,Full-service,"Pfizer, Bristol Myers Squibb",NCT02586155,254.0,2425.0,2015-11-30,2020-11-30,,0.1047422680412371,Israel,Tiberias
,ICON plc,,,,,,,,,,,ClinicalTrials,,Full-service,"Pfizer, Bristol Myers Squibb",NCT02586155,254.0,2425.0,2015-11-30,2020-11-30,,0.1047422680412371,Mexico,Aguascalientes
,ICON plc,,,,,,,,,,,ClinicalTrials,,Full-service,"Pfizer, Bristol Myers Squibb",NCT02586155,254.0,2425.0,2015-11-30,2020-11-30,,0.1047422680412371,Mexico,Aguascalientes
,ICON plc,,,,,,,,,,,ClinicalTrials,,Full-service,"Pfizer, Bristol Myers Squibb",NCT02586155,254.0,2425.0,2015-11-30,2020-11-30,,0.1047422680412371,Mexico,Chihuahua
,ICON plc,,,,,,,,,,,ClinicalTrials,,Full-service,"Pfizer, Bristol Myers Squibb",NCT02586155,254.0,2425.0,2015-11-30,2020-11-30,,0.1047422680412371,Mexico,Ciudad de México
,ICON plc,,,,,,,,,,,ClinicalTrials,,Full-service,"Pfizer, Bristol Myers Squibb",NCT02586155,254.0,2425.0,2015-11-30,2020-11-30,,0.1047422680412371,Mexico,Ciudad De México
,ICON plc,,,,,,,,,,,ClinicalTrials,,Full-service,"Pfizer, Bristol Myers Squibb",NCT02586155,254.0,2425.0,2015-11-30,2020-11-30,,0.1047422680412371,Mexico,Ciudad de México
,ICON plc,,,,,,,,,,,ClinicalTrials,,Full-service,"Pfizer, Bristol Myers Squibb",NCT02586155,254.0,2425.0,2015-11-30,2020-11-30,,0.1047422680412371,Mexico,Culiacan
,ICON plc,,,,,,,,,,,ClinicalTrials,,Full-service,"Pfizer, Bristol Myers Squibb",NCT02586155,254.0,2425.0,2015-11-30,2020-11-30,,0.1047422680412371,Mexico,Durango
,ICON plc,,,,,,,,,,,ClinicalTrials,,Full-service,"Pfizer, Bristol Myers Squibb",NCT02586155,254.0,2425.0,2015-11-30,2020-11-30,,0.1047422680412371,Mexico,Guadalajara
,ICON plc,,,,,,,,,,,ClinicalTrials,,Full-service,"Pfizer, Bristol Myers Squibb",NCT02586155,254.0,2425.0,2015-11-30,2020-11-30,,0.1047422680412371,Mexico,Guadalajara
,ICON plc,,,,,,,,,,,ClinicalTrials,,Full-service,"Pfizer, Bristol Myers Squibb",NCT02586155,254.0,2425.0,2015-11-30,2020-11-30,,0.1047422680412371,Mexico,Guadalajara
,ICON plc,,,,,,,,,,,ClinicalTrials,,Full-service,"Pfizer, Bristol Myers Squibb",NCT02586155,254.0,2425.0,2015-11-30,2020-11-30,,0.1047422680412371,Mexico,León De Los Aldama
,ICON plc,,,,,,,,,,,ClinicalTrials,,Full-service,"Pfizer, Bristol Myers Squibb",NCT02586155,254.0,2425.0,2015-11-30,2020-11-30,,0.1047422680412371,Mexico,Merida
,ICON plc,,,,,,,,,,,ClinicalTrials,,Full-service,"Pfizer, Bristol Myers Squibb",NCT02586155,254.0,2425.0,2015-11-30,2020-11-30,,0.1047422680412371,Mexico,Mexico City
,ICON plc,,,,,,,,,,,ClinicalTrials,,Full-service,"Pfizer, Bristol Myers Squibb",NCT02586155,254.0,2425.0,2015-11-30,2020-11-30,,0.1047422680412371,Mexico,Monclova
,ICON plc,,,,,,,,,,,ClinicalTrials,,Full-service,"Pfizer, Bristol Myers Squibb",NCT02586155,254.0,2425.0,2015-11-30,2020-11-30,,0.1047422680412371,Mexico,Monterrey
,ICON plc,,,,,,,,,,,ClinicalTrials,,Full-service,"Pfizer, Bristol Myers Squibb",NCT02586155,254.0,2425.0,2015-11-30,2020-11-30,,0.1047422680412371,Mexico,Monterrey
,ICON plc,,,,,,,,,,,ClinicalTrials,,Full-service,"Pfizer, Bristol Myers Squibb",NCT02586155,254.0,2425.0,2015-11-30,2020-11-30,,0.1047422680412371,Mexico,Monterrey
,ICON plc,,,,,,,,,,,ClinicalTrials,,Full-service,"Pfizer, Bristol Myers Squibb",NCT02586155,254.0,2425.0,2015-11-30,2020-11-30,,0.1047422680412371,Mexico,Pachuca
,ICON plc,,,,,,,,,,,ClinicalTrials,,Full-service,"Pfizer, Bristol Myers Squibb",NCT02586155,254.0,2425.0,2015-11-30,2020-11-30,,0.1047422680412371,Mexico,Pachuca
,ICON plc,,,,,,,,,,,ClinicalTrials,,Full-service,"Pfizer, Bristol Myers Squibb",NCT02586155,254.0,2425.0,2015-11-30,2020-11-30,,0.1047422680412371,Mexico,San Luis Potosi
,ICON plc,,,,,,,,,,,ClinicalTrials,,Full-service,"Pfizer, Bristol Myers Squibb",NCT02586155,254.0,2425.0,2015-11-30,2020-11-30,,0.1047422680412371,Mexico,San Luis Potosí
,ICON plc,,,,,,,,,,,ClinicalTrials,,Full-service,"Pfizer, Bristol Myers Squibb",NCT02586155,254.0,2425.0,2015-11-30,2020-11-30,,0.1047422680412371,Mexico,Toluca
,ICON plc,,,,,,,,,,,ClinicalTrials,,Full-service,"Pfizer, Bristol Myers Squibb",NCT02586155,254.0,2425.0,2015-11-30,2020-11-30,,0.1047422680412371,Mexico,Veracruz
,ICON plc,,,,,,,,,,,ClinicalTrials,,Full-service,"Pfizer, Bristol Myers Squibb",NCT02586155,254.0,2425.0,2015-11-30,2020-11-30,,0.1047422680412371,Mexico,Zapopan
,ICON plc,,,,,,,,,,,ClinicalTrials,,Full-service,"Pfizer, Bristol Myers Squibb",NCT02586155,254.0,2425.0,2015-11-30,2020-11-30,,0.1047422680412371,Netherlands,Amersfoort
,ICON plc,,,,,,,,,,,ClinicalTrials,,Full-service,"Pfizer, Bristol Myers Squibb",NCT02586155,254.0,2425.0,2015-11-30,2020-11-30,,0.1047422680412371,Netherlands,Amsterdam
,ICON plc,,,,,,,,,,,ClinicalTrials,,Full-service,"Pfizer, Bristol Myers Squibb",NCT02586155,254.0,2425.0,2015-11-30,2020-11-30,,0.1047422680412371,Netherlands,Amsterdam
,ICON plc,,,,,,,,,,,ClinicalTrials,,Full-service,"Pfizer, Bristol Myers Squibb",NCT02586155,254.0,2425.0,2015-11-30,2020-11-30,,0.1047422680412371,Poland,Bialystok
,ICON plc,,,,,,,,,,,ClinicalTrials,,Full-service,"Pfizer, Bristol Myers Squibb",NCT02586155,254.0,2425.0,2015-11-30,2020-11-30,,0.1047422680412371,Poland,Chrzanow
,ICON plc,,,,,,,,,,,ClinicalTrials,,Full-service,"Pfizer, Bristol Myers Squibb",NCT02586155,254.0,2425.0,2015-11-30,2020-11-30,,0.1047422680412371,Poland,Dabrowa Gornicza
,ICON plc,,,,,,,,,,,ClinicalTrials,,Full-service,"Pfizer, Bristol Myers Squibb",NCT02586155,254.0,2425.0,2015-11-30,2020-11-30,,0.1047422680412371,Poland,Gdynia
,ICON plc,,,,,,,,,,,ClinicalTrials,,Full-service,"Pfizer, Bristol Myers Squibb",NCT02586155,254.0,2425.0,2015-11-30,2020-11-30,,0.1047422680412371,Poland,Kielce
,ICON plc,,,,,,,,,,,ClinicalTrials,,Full-service,"Pfizer, Bristol Myers Squibb",NCT02586155,254.0,2425.0,2015-11-30,2020-11-30,,0.1047422680412371,Poland,Kraków
,ICON plc,,,,,,,,,,,ClinicalTrials,,Full-service,"Pfizer, Bristol Myers Squibb",NCT02586155,254.0,2425.0,2015-11-30,2020-11-30,,0.1047422680412371,Poland,Kraków
,ICON plc,,,,,,,,,,,ClinicalTrials,,Full-service,"Pfizer, Bristol Myers Squibb",NCT02586155,254.0,2425.0,2015-11-30,2020-11-30,,0.1047422680412371,Poland,Kraków
,ICON plc,,,,,,,,,,,ClinicalTrials,,Full-service,"Pfizer, Bristol Myers Squibb",NCT02586155,254.0,2425.0,2015-11-30,2020-11-30,,0.1047422680412371,Poland,Lodz
,ICON plc,,,,,,,,,,,ClinicalTrials,,Full-service,"Pfizer, Bristol Myers Squibb",NCT02586155,254.0,2425.0,2015-11-30,2020-11-30,,0.1047422680412371,Poland,Lódz
,ICON plc,,,,,,,,,,,ClinicalTrials,,Full-service,"Pfizer, Bristol Myers Squibb",NCT02586155,254.0,2425.0,2015-11-30,2020-11-30,,0.1047422680412371,Poland,Nysa
,ICON plc,,,,,,,,,,,ClinicalTrials,,Full-service,"Pfizer, Bristol Myers Squibb",NCT02586155,254.0,2425.0,2015-11-30,2020-11-30,,0.1047422680412371,Poland,Opole
,ICON plc,,,,,,,,,,,ClinicalTrials,,Full-service,"Pfizer, Bristol Myers Squibb",NCT02586155,254.0,2425.0,2015-11-30,2020-11-30,,0.1047422680412371,Poland,Oswiecim
,ICON plc,,,,,,,,,,,ClinicalTrials,,Full-service,"Pfizer, Bristol Myers Squibb",NCT02586155,254.0,2425.0,2015-11-30,2020-11-30,,0.1047422680412371,Poland,Otwock
,ICON plc,,,,,,,,,,,ClinicalTrials,,Full-service,"Pfizer, Bristol Myers Squibb",NCT02586155,254.0,2425.0,2015-11-30,2020-11-30,,0.1047422680412371,Poland,Plock
